timestamp_captura,temperature,summary,icon,cloud_cover,precip_total,precip_type,wind_speed,wind_angle,wind_dir
2026-03-12 01:14:14,11.9,Partly sunny,partly_sunny,64,0.0,none,3.3,186,S
